category,country,director,douban_rate,download_url,introduce,language,main_actor,movie_time,name,publish_date
喜剧/惊悚,韩国 ,李耀燮 Yo-sup Lee ,6.0/10 from 635 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7221/阳光电影www.ygdy8.com.犯罪女王.HD.720p.韩语中字.mkv,电影类 最佳新人导演(提名) 李耀燮 ,韩语 ,朴智英 Park Ji-yeong ,103分钟 ,犯罪女王/犯罪天后(港)/犯罪的女王 ,
剧情,日本 ,泷田洋二郎 Yôjirô Takita ,7.5/10 from 945 users ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8345/阳光电影www.ygdy8.com.最后的食谱麒麟之舌的记忆.BD.720p.日语中字.mkv,影片改编自人气小说，集结了西岛秀俊、宫崎葵、绫野刚、竹野内丰等豪华阵容。二宫与西岛都饰演了不同时代，拥有绝对味觉“麒麟舌”的厨师。电影将于明年秋天在日本上映。 ,日语 ,二宫和也 Kazunari Ninomiya ,,最后的食谱麒麟之舌的记忆/最后的食谱：麒麟之舌(台) ,2017-11-03(日本) 
动作/犯罪,韩国 ,李海暎 Hae-yeong Lee ,6.3/10 from 939 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3099/阳光电影www.ygdy8.com.毒战韩国版.BD.720p.韩语中字.mkv,《毒战》改编自杜琪峰执导的同名电影，讲述为了抓捕韩国最大规模贩毒组织的神秘大BOSS李先生，警察元浩与李先生手下成员乐联手破案的故事。 ,韩语 ,赵震雄 Jin-woong Jo ,123分钟 ,毒战/毒战韩国版/信徒(台) ,2018-05-22(韩国) 
剧情,中国 ,滕丛丛 Congcong Teng ,7.4/10 from 50816 users ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8389/阳光电影www.ygdy8.com.送我上青云.HD.1080p.国语中英双字.mkv,亚洲新人奖 最佳导演(提名) 滕丛丛 ,普通话 ,姚晨 Chen Yao ,99分钟 ,Send Me to the Clouds ,2019-06-17(上海电影节) / 2019-08-16(中国) 
剧情,中国大陆 ,邓超 Chao Deng / 俞白眉 Baimei Yu ,6.3/10 from 137978 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3230/阳光电影www.ygdy8.com.银河补习班.HD.1080p.国语中英双字.mkv,浩瀚太空，航天员意外失联，生命最大的绝境中，他回忆起自己那个最了不起的爸爸。一对父子跨越漫长的时光，守护爱和亲情，故事充满了欢乐、温暖、泪水与奇观。 ,普通话 ,邓超 Chao Deng ,147分钟 ,Looking Up ,2019-07-13(大规模点映) / 2019-07-18(中国大陆) 
剧情/灾难,中国 ,陈国辉 Tony Chan ,6.7/10 from 144706 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4220/阳光电影www.ygdy8.com.烈火英雄.HD.1080p.国语中英双字.mkv,滨海市海港码头发生管道爆炸，整个罐区的原油都顺着A01油罐往外流，化成火海和阵阵爆炸，威胁全市、全省，甚至邻国的安全。慌乱的市民们四处奔逃，一辆辆消防车却逆向冲进火海…… ,普通话 ,黄晓明 Xiaoming Huang ,120分钟 ,The Bravest ,2019-08-01(中国) 
剧情/动作,中国/澳大利亚 ,徐顺利 Shunli Xu ,6.3/10 from 5545 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3231/阳光电影www.ygdy8.com.最长一枪.HD.1080p.国语中英双字.mkv,从没失过手的杀手老赵（王志文 饰），得了帕金森，准备退休，却同时接到两个订单。同一时间，同一地点。一个订单的目标，却是另一订单的委托人。为了弥补心中一个久远的愧疚，老赵决定利用这最后的机会，倾力一搏，把两笔钱全挣了。而一个巨大而复杂的深渊，在静静地等候着他…… ,普通话 ,王志文 Zhiwen Wang ,125分钟 ,The Longest Sho ,2019-09-06(中国) 
剧情/犯罪/悬疑/动作,中国 ,甘剑宇 Jacky Gan ,6.3/10 from 9844 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8515/阳光电影www.ygdy8.com.铤而走险.HD.1080p.国语中英双字.mkv,金爵奖 最佳影片(提名) 甘剑宇 ,普通话 ,大鹏 Chengpeng Dong ,103分钟 ,Vortex ,2019-06-21(上海电影节) / 2019-08-30(中国) 
剧情/喜剧/动画/奇幻,中国 ,饺子 Yu Yang ,8.6/10 from 963656 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4223/阳光电影www.ygdy8.com.哪吒之魔童降世.HD.1080p.国语中字.mkv,天地灵气孕育出一颗能量巨大的混元珠，元始天尊将混元珠提炼成灵珠和魔丸，灵珠投胎为人，助周伐纣时可堪大用；而魔丸则会诞出魔王，为祸人间。元始天尊启动了天劫咒语，3年后天雷将会降临，摧毁魔丸。太乙受命将灵珠托生于陈塘关李靖家的儿子哪吒身上。然而阴差阳错，灵珠和魔丸竟然被掉包。本应是灵珠英雄的哪吒却成了混世大魔王。调皮捣蛋顽劣不堪的哪吒却徒有一颗做英雄的心。然而面对众人对魔丸的误解和即将来临的天雷的降临，哪吒是否命中注定会立地成魔？他将何去何从？ ,普通话 ,吕艳婷 Yanting Lü ,110分钟 ,Ne Zha/Nezha: Birth of the Demon Child ,2019-07-13(大规模点映)/2019-07-26(中国) 
剧情/喜剧/动作,中国香港 ,林敏骢 Man-Chung Lam / 麦启光 Albert Kai-kwong Mak ,5.1/10 from 71 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7519/阳光电影www.ygdy8.com.如珠如宝的人生.BD.1080p.国粤双语中字.mkv,30年前一宗金猪失窃未破案，本来是华探长中最好打的肥蟹（洪金寳饰）因太肥胖被革职，兼患上轻度脑退化，被从战场上回流的无分国界医生阮祥昌（院长）（林敏驄饰）连同其它捡回来的老人（吴耀汉、梁小龙、泰迪罗宾、恬妞）一起收留安置在祖传的安憩老人院中，并由院长昔日看护助手清清（王菀之饰）悉心照顾，安享晚年。院长小学同学，雨云集团创办人洪雨云（林雪饰）现今已是成功商人，因小时曾被院长欺负怀恨在心，誓要夺取院长的老人院，令院长一无所有，派出小职员阿俊（张继聪饰）、阿乐（林盛斌饰）前往混入捣乱。众老人各身怀绝技，亦非泛泛之辈，誓要保住老人院这个家，以报答院长救命之恩。《如珠如宝》的从来都是身边的家人，而家人，是一个也不能少的…… ,粤语/国语 ,洪金宝 Sammo Hung Kam-Bo ,90分钟 ,如珠如宝的人生 ,2019-01-31(中国香港) 
动作/犯罪,中国 ,刘艳杰 Yanjie Liu ,,ftp://ygdy8:ygdy8@yg68.dydytt.net:8018/阳光电影www.ygdy8.com.猎袭.HD.1080p.国语中英双字.mkv,抗战末期，三名刘寨村村民为保护西汉三把金错刀钥匙壮烈牺牲。时光飞逝，2018年鹏城县一次考古发掘，出土了王莽宝藏图，国际涉黑集团老大隐狼为争夺开启宝藏的三把钥匙与老董两方接连碰撞，去深圳寻亲的留守儿童大龙、陈宝和小胖三个孩子卷入漩涡，成为隐狼与老董争斗的核心。以刘栋梁、何晓锋为代表的警方开展“猎袭”行动，亲情的碰撞、欲望的交织，在激烈的战斗之后，罪恶被正义猎袭，当一切平息后，一场更大的阴谋却将猎袭而来…… ,普通话 ,李天烨 Tianye Li ,90分钟 ,Get Home ,20-08-22(中国) 
传记/音乐,中国香港 ,高志森 Clifton Ko ,7.3/10 from 210 users ,ftp://ygdy8:ygdy8@yg68.dydytt.net:7019/阳光电影www.ygdy8.com.拾芳.BD.1080p.国粤双语中字.mkv,电影女主角由香港著名演员胡杏儿和郭羡妮出演，《拾芳》从一班忠实粉丝从垃圾柜里捡回被当做垃圾扔掉的梅艳芳的遗物和一众粉丝写给梅姐的信开始，从而带出这位偶像生前对人的真挚情义。 ,粤语/国语 ,胡杏儿 Myolie Wu ,86分钟 ,Dearest Anita ,2019-01-03(中国香港) 
动作/动画/奇幻,中国 ,MTJJ ,8.3/10 from 187346 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8521/阳光电影www.ygdy8.com.罗小黑战记.HD.1080p.国语中字.mp4,在熙攘的人类世界里，很多妖精隐匿其中，他们与人类相安无事地生活着。猫妖罗小黑因为家园被破坏，开始了它的流浪之旅。这场旅途中惺惺相惜的妖精同类与和谐包容的人类伙伴相继出现，让小黑陷入了两难抉择，究竟何处才是真正的归属？ ,普通话 ,山新 Shan Xin ,101分钟 ,The Legend of Hei ,2019-09-07(中国) 
剧情/喜剧,中国 ,叶小舟 Xiaozhou Ye ,,ftp://ygdy8:ygdy8@yg68.dydytt.net:7020/阳光电影www.ygdy8.com.疯狂一家秀.HD.1080p.国语中英双字.mkv,电影《疯狂一家秀》讲述了一个小女孩江美豆在得知自己入围“青春中国”决赛后，一家人开着车陪伴江美豆去北京参加比赛的故事。这一路上发生了一系列惊险刺激而又啼笑皆非的事，各种各样的遭遇让一家人的心更加的亲近，这不仅是一趟陪伴孩子实现梦想的旅途，也是他们自己的心灵之旅…… ,普通话 ,肖聪 Cong Xiao ,87分钟 ,Crazy Family Show ,2019-08-17(中国) 
爱情/奇幻/古装,中国 ,程小东 Siu-Tung Ching ,5.3/10 from 234157 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8526/阳光电影www.ygdy8.com.诛仙Ⅰ.HD.1080p.国语中字.mkv,草庙村被屠，少年张小凡双亲离世，被青云门大竹峰收留。机缘巧合之下，他习得佛门天音功法，又意外获得魔教法器烧火棍，踏上强者之路的同时，也让他陷入了巨大的危机。至魔法器的现世，与陆雪琪、碧瑶、田灵儿三个女生间命运的交错，都让他原本单纯的人生轨迹充满变数。一个勇者驳斥命运的传奇之旅就此展开…… ,普通话 ,肖战 Sean Xiao ,101分钟 ,Jade Dynasty ,2019-09-13(中国) 
剧情/动作/悬疑/犯罪,中国/中国香港 ,邱礼涛 Herman Yau ,"6.2/10 from 109,063 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:3235/阳光电影www.ygdy8.com.扫毒2天地对决.BD.1080p.国粤双语中字.mkv,毒品市场维持四分天下的格局已久，但自从地藏与墨西哥大毒枭跨境合作扩展势力，再加上一连串黑吃黑的动作，毒界变得风声鹤唳。另一方面，因儿时亲眼目睹父亲被毒品所毁而嫉毒如仇的慈善家兼金融巨子余顺天，正悬赏一亿歼灭香港最大毒贩，此举在社会上引起轩然大波。警员林正风本致力搜证拘捕地藏，毒贩却因巨额悬赏导致人身安全受威胁，他在执行保护毒贩的任务时深感无奈，但又被余顺天的出价所诱惑，陷入黑白正邪的心理挣扎。原来，余顺天和地藏有不可告人的同门关系，一场天地对决一触即发。 ,粤语/普通话 ,刘德华 Andy Lau ,99分钟 ,扫毒2天地对决/扫毒2：天地对决/掃毒2：天地對決 ,2019-07-05(中国)/2019-07-16(中国香港) 
动作/奇幻/冒险,中国大陆,陈德森 Teddy Chan,"5.6/10 from 7,654 users",ftp://ygdy8:ygdy8@yg18.dydytt.net:5019/阳光电影www.ygdy8.com.征途.BD.1080p.国语中字.mkv,最佳视觉效果(提名) 李帅/魏明/徐建,普通话,刘宪华 Henry Lau,,Double World,2020-07-24(中国大陆)
惊悚/恐怖,美国,戴夫·弗兰科 Dave Franco,5.2/10 from 222 users,ftp://ygdy8:ygdy8@yg90.dydytt.net:8079/阳光电影www.ygdy8.com.租房惊魂.BD.1080p.中英双字幕.mkv,两对夫妇搬入租来的度假屋中，诡异的事情却接连发生。,英语,丹·史蒂文斯 Dan Stevens,88分钟,租房惊魂/致命窥弑(台)/租赁,2020-07-24(美国)
剧情/爱情/科幻/动画,日本,伊藤智彦 Tomohiko Ito,"7.4/10 from 8,166 users",ftp://ygdy8:ygdy8@yg69.dydytt.net:4013/阳光电影www.ygdy8.com.你好世界.BD.1080p.日语中字.mkv,为了拯救爱人，16岁的直实卷入了这场现实与虚拟的记忆世界，经历了一系列超乎想象的事情。即使世界毁灭，我也想再见你一面。,日语,北村匠海 Takumi Kitamura,97分钟,你好世界,2019-09-20(日本) / 2020(中国大陆)
剧情/惊悚/犯罪/动作,荷兰/英国/波兰/乌克兰/美国,亚德里安·鲍尔 Ad Bol,5.9/10 from 223 users,ftp://ygdy8:ygdy8@yg69.dydytt.net:8009/阳光电影www.ygdy8.com.谍海危情.BD.1080p.中英双字幕.mkv,阿金斯扮演一名前MI6情报局特工。已经退休的他发现自己在某一天中因不明原因又被卷入危机四伏的间谍网络中，而策划着惊天阴谋的秘密情报机构也在想方设法抹除他的存在。,英语/乌克兰语/俄语,斯科特·阿金斯 Scott Adkins ....Martin Baxter  ,101分钟,谍海危情/谎言的遗产,2020-07-28(美国)
喜剧/爱情,"英国,美国",文斯·马塞洛 Vince Marcello,"6.1/10 from 1,000 users",ftp://ygdy8:ygdy8@yg69.dydytt.net:6010/阳光电影www.ygdy8.com.亲吻亭2.BD.1080p.中英双字幕.mkv,艾儿·埃文斯（乔伊·金饰）刚刚和改过自新的坏男孩男友诺亚·弗林（雅各布·艾洛蒂饰）度过了她人生中最浪漫的一个夏天。但现在诺亚要去哈佛了，艾儿要回到高中开始自己的高三生活。她不得不进行一段异地恋，和她最好的朋友李（乔尔·考特尼饰）一起进入她梦寐以求的大学，而且她与英俊、有魅力的新同学马尔科（泰勒·佩雷斯饰）的亲密友谊也带来了一系列麻烦。当诺亚与一名看似完美的大学女孩（麦茜·理查森·塞勒斯饰）走得很近，艾儿不得不认清自己对他的信任程度，认清自己内心真正喜欢的人。,英语,乔伊·金 Joey King,130分钟,亲吻亭2/亲亲小站 2(港/台)/恋与接吻亭2/接吻亭2,2020-07-24(美国)
剧情/青春/喜剧,美国,Karen Maine,,ftp://ygdy8:ygdy8@yg18.dydytt.net:6019/阳光电影www.ygdy8.com.天呐，太棒了.BD.1080p.中英双字幕.mkv,故事发生在21世纪初，因为网络聊天的兴起，一个天主教学校的少女发现自己的性意识萌动，一方面要她要努力抑制自己的欲望怕被上帝惩罚，另一方面有些东西是控制不住的。,英语,娜塔莉·戴尔 Natalia Dyer,78分钟,天呐，太棒了/哦耶，哦/是的，上帝，是的,2019-03-08(西南偏南电影节) / 2020-07-24(美国)
喜剧/爱情,意大利,Younuts,6.1/10 from 108 users,ftp://ygdy8:ygdy8@yg18.dydytt.net:5020/阳光电影www.ygdy8.com.在里乔的阳光下.BD.1080p.中字.mkv,在里乔内的海滩度假时，一群少男少女成为朋友，他们相互帮助处理恋爱关系和夏季暗恋。,意大利语,伊沙贝拉·法雷利 Isabella Ferrari,101分钟,在里乔的阳光下,2020-07-01(意大利)
悬疑/惊悚/犯罪,德国,克里斯蒂安·阿瓦特 Christian Alvart,6.8/10 from 549 users,ftp://ygdy8:ygdy8@yg69.dydytt.net:6011/阳光电影www.ygdy8.com.孤立.BD.1080p.中英双字幕.mkv,法医保罗自以为是的正义让他女儿惨遭绑架，他唯一的希望是困在无人岛上的漫画家琳达，她必须尽速代他执行一连串解剖且找到隐藏线索，才得以拯救保罗的女儿并揪出凶手。,德语,莫里兹·布雷多 Moritz Bleibtreu,132分钟,孤立/抽尸剥茧(台),2018-10-11(德国)
剧情/传记,"英国,匈牙利",玛嘉·莎塔琵 Marjane Satrapi,"6.6/10 from 1,315 users",ftp://ygdy8:ygdy8@yg69.dydytt.net:8011/阳光电影www.ygdy8.com.放射性物质.BD.1080p.中英双字幕.mkv,基于Lauren Redniss所著小说《Marie & Pierre Curie: A Tale of Love and Fallout》，聚焦玛丽·居里和皮埃尔·居里夫妻对科学的探索和两人之间的关系。,英语,裴淳华 Rosamund Pike,109分钟,放射性物质/以光之名/居礼夫人：一代科研传奇(港)/居礼夫人：放射永恒(台)/放射性,2019-09-14(多伦多电影节) / 2020-03-20(英国)
剧情/奇幻,英国/法国,马克·穆登 Marc Munden,6.5/10 from 77 users,ftp://ygdy8:ygdy8@yg18.dydytt.net:3041/阳光电影www.ygdy8.com.秘密花园.BD.1080p.中英双字幕.mkv,小女孩玛丽父母双亡，她生活在姨夫阴暗神秘的大房子里。随后，玛丽闯进了禁闭已久的花园，与迪肯、柯林等人找到了快乐的源泉。充满魔力的旅程揭开，快乐、爱心，改变了孩子们的人生。,英语,迪克西·艾格瑞克斯 Dixie Egerickx,99分钟,秘密花园,2020-08-07(美国)
喜剧,美国,布兰登·特罗斯特 Brandon Trost,,ftp://ygdy8:ygdy8@yg69.dydytt.net:3009/阳光电影www.ygdy8.com.美国泡菜.BD.1080p.中英双字幕.mkv,由常与罗根合作的摄影师Brandon Trost执导，改编自刊登于2013年《纽约客》的中篇小说《Sell Out》，原作者Simon Rich写剧本。罗根一人分饰两角，之一是1920年代移民到美国的劳工Herschel Greenbaum，他不慎跌进了一缸泡菜，被腌了一百年，保持了完美的形态。百年后的如今，Greenbaum在纽约布鲁克林醒来，身体没有丝毫苍老。他去寻找自己现在的家人，却发现只有曾孙Ben Greenbaum(也是罗根出演)尚存。Ben是个性格温和的程序猿，Herschel完全无法理解他。,英语,塞斯·罗根 Seth Rogen,,美国泡菜/美国腌黄瓜,2020-08-06(美国)
剧情,意大利 / 美国,西罗·格拉 Ciro Guerra,6.2/10 from 225 users,ftp://ygdy8:ygdy8@yg72.dydytt.net:8347/阳光电影www.ygdy8.com.等待野蛮人.BD.1080p.中英双字幕.mkv,主竞赛单元 金狮奖 (提名) 西罗·格拉,英语,约翰尼·德普 Johnny Depp,112分钟,等待野蛮人,2019-09-06(威尼斯电影节) / 2020-08-07(美国)
剧情,"德国,乌克兰,英国,俄罗斯",叶卡特琳娜·奥特尔 Jekaterina Oertel,"6.3/10 from 6,920 users",ftp://ygdy8:ygdy8@yg69.dydytt.net:6012/阳光电影www.ygdy8.com.列夫·朗道：娜塔莎.BD.1080p.中英双字幕.mkv,银熊奖杰出艺术成就奖 于尔根·俞格斯,"俄语,乌克兰语,英语",纳塔利娅·别列日纳娅 Natalia Berezhnaya,137分钟,列夫·朗道：娜塔莎,2020-02-26(柏林电影节) / 2020-04-16(俄罗斯)
剧情/科幻/奇幻,德国/美国,,5.0/10 from 201 users,ftp://ygdy8:ygdy8@yg18.dydytt.net:8062/阳光电影www.ygdy8.com.怪胎英雄联盟.BD.1080p.中字.mkv,在神秘流浪汉的提示下，一名性格温顺的煎炸厨师发现了自己的超能力，并揭开了一个影响巨大的黑暗阴谋。,德语,Cornelia Gröschel ....Wendy,92分钟,怪胎英雄联盟/怪胎-你是我们中的一员,2020-09-02(美国)
剧情/悬疑/惊悚,法国/美国,大卫·林奇 David Lynch,"8.4/10 from 338,333 users",ftp://ygdy8:ygdy8@yg90.dydytt.net:8002/阳光电影www.ygdy8.com.穆赫兰道.BD.1080p.中英双字幕.mkv,年度佳片,"英语,西班牙语",娜奥米·沃茨 Naomi Watts,147分钟,穆赫兰道/失忆大道(港)/穆荷兰大道(台)/黄褐色的旅车,2001-05-16(戛纳电影节) / 2001-10-12(美国) / 2001-11-21(法国)
惊悚,挪威,,6.2/10 from 282 users,ftp://ygdy8:ygdy8@yg69.dydytt.net:3034/阳光电影www.ygdy8.com.夺命隧道.BD.1080p.中字.mkv,一辆油罐车在隧道内发生车祸，回家过圣诞的路人被困于隧道大火，山上暴风雪肆虐，急救人员奋力赶往事故隧道，展开救援行动,挪威语,托尔比约恩·哈尔 Thorbjørn Harr,104分钟,夺命隧道/The Tunnel/隧道浩劫：火海求生(港),2019-12-25(挪威)
惊悚,美国,,5.6/10 from 190 users,ftp://ygdy8:ygdy8@yg69.dydytt.net:8019/阳光电影www.ygdy8.com.土狼湖.BD.1080p.中英双字幕.mkv,艾斯特和她专制的母亲在美国与墨西哥边境经营着一家小小的过夜旅馆。一天夜里，两个不速之客的到来，威胁到所有人的安全。但是这两个女人却藏着更为惊人的秘密，她俩操纵着幕后的一切,英语,查理·韦伯 Charlie Weber,93分钟,土狼湖,2019-08-02(美国)
剧情/动作/惊悚,"澳大利亚,美国",安德鲁·陶克吉  Andrew Traucki,4.3/10 from 319 users,ftp://ygdy8:ygdy8@yg90.dydytt.net:6002/阳光电影www.ygdy8.com.绝命鳄口.BD.1080p.中英双字幕.mkv,一对喜欢冒险的夫妇说服他们的朋友去探索澳大利亚北部森林中一个从未有人踏入的洞穴系统。忽然暴风雨来临，大家决定进入地下洞穴避难。不想洪水冲进了洞穴，氧气含量逐渐下降，大家被困在了一个完全未知的环境里。他们没有料到的是，潮湿的空气和不断上升的水位只是这次旅程最小的挑战，洪水还带来了最危险的捕食者：一群危险又饥饿的鳄鱼。当危险逐渐升温，这群朋友之间彼此隐瞒的秘密渐渐被揭开，他们争吵打斗、彼此背叛，只为在这个险境中生存下来。,英语,杰西卡·麦克娜美 Jessica McNamee,99分钟,绝命鳄口/黑水：深渊,2020-07-04(英国) / 2020-08-07(美国)
剧情/惊悚,"美国,日本",威廉·奥尔森 William Olsson,4.6/10 from 139 users,ftp://ygdy8:ygdy8@yg78.dydytt.net:7001/阳光电影www.ygdy8.com.我非笼鸟.BD.1080p.中英双字幕.mkv,亚历珊德拉·达达里奥([海滩游侠])加盟惊悚片[我非笼鸟](I Am Not a Bird，暂译)，威廉·奥尔森执导。影片根据凯瑟琳·哈格拉汗所著小说《失踪女孩与情人酒店》改编。故事围绕在东京买醉快活的姑娘玛格丽特展开，其与日本黑帮小混混Kazu坠入爱河，而两人的风流韵事，则触发一连串危机事件。WME Global负责影片发行。,"英语,日语",亚历珊德拉·达达里奥 Alexandra Daddario,,我非笼鸟,2020-09-18(美国)
剧情/奇幻/冒险,丹麦,Ask Hasselbalch,,ftp://ygdy8:ygdy8@yg18.dydytt.net:5026/阳光电影www.ygdy8.com.女巫斗恶龙2：黑术士的礼物.BD.1080p.中字.mkv,在续集中，一位“龙王”将入侵，想要大开杀戒，为了阻止危机，少女Dina和她疏远的父亲一起踏上旅程，去拯救她的朋友Nico和被囚禁了的兄弟Davin。在旅程中，Dina发现她自拥有了母亲的超能力后，又慢慢拥有了父亲的超能力——让人看到幻觉。,丹麦语,尼可拉斯·布若 Nicolas Bro,,女巫斗恶龙2：黑术士的礼物/女巫斗恶龙2：蛇之礼物,2019-02-07(丹麦)
剧情/动作/惊悚,印度,,,ftp://ygdy8:ygdy8@yg18.dydytt.net:7064/阳光电影www.ygdy8.com.浴火巾帼2.BD.1080p.中字.mkv,希瓦尼·希瓦吉·罗伊回来了，这一次她追踪的是一个21岁的残忍的恶棍……,印地语,拉妮·玛克赫吉 Rani Mukherjee,105分钟,浴火巾帼2/玛达妮2,2019-12-13(美国)
喜剧/动作/科幻/惊悚,"西班牙,爱沙尼亚,埃塞俄比亚,拉脱维亚,罗马尼亚",米格尔·兰索 Miguel Llansó,6.5/10 from 167 users,ftp://ygdy8:ygdy8@yg78.dydytt.net:6002/阳光电影www.ygdy8.com.耶稣指引你上高速.BD.1080p.中英双字幕.mkv,CIA探员Palmer与Gagano受命摧毁名为“苏联”的电脑病毒。两人通过VR进入设备，但却发现这次的任务是一个陷阱。,英语,丹尼尔·塔德塞 Daniel Tadesse ....Agent D.T. Gagano,83分钟,耶稣指引你上高速,2019-07-18(加拿大奇幻电影节)
动作/惊悚,印度,,6.6/10 from 135 users,ftp://ygdy8:ygdy8@yg18.dydytt.net:7065/阳光电影www.ygdy8.com.火线救妻.BD.1080p.中字.mkv,A newly married couple's life falls in jeopardy when the wife goes missing under mysterious circumstances.,印地语,Vidyut Jamwal,,火线救妻/Haafiz,2020-08-14(印度)
剧情/动画,日本 ,新房昭之 Akiyuki Shinbo / 武内宣之 Nobuyuki Takeuchi ,"5.3/10 from 19,416 users ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8358/阳光电影www.ygdy8.com.烟花动画版.BD.720p.国日双语中字.mkv,海边的中学里，同学争论着「烟花从侧面看，是圆的还是扁的？」决定趁烟花大会当晚找答案。此时女神及川荠正为母亲再婚一事而苦恼，于是叫同时暗恋她的典道和祐介比赛游泳，谁胜出就可以和她一起私奔！不甘落败的典道暗忖:「假如我能穿越时空…」，时空竟然真的回到比赛那天，典道能否改变赛果，捉紧错过了的缘份？ ,日语 ,广濑铃 Hirose Suzu ,90分钟 ,烟花/烟花动画版/烟花，应该和谁看(港)/升空的焰火，从下面看？还是从侧面看？ ,2017-08-18(日本)/2017-12-01(中国) 
喜剧,日本 ,武正晴 Masaharu Take ,6.3/10 from 145 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8248/阳光电影www.ygdy8.com.谎话连篇.BD.720p.日语中字.mkv,[百元之恋]导演武正晴、编剧足立绅再携手，将推出喜剧[谎话连篇](嘘八百，日文暂译)，中井贵一、佐佐木藏之介主演。影片以大阪堺市古董世界为舞台，随着利休茶器出现在古董商、陶艺家面前，两位主人公的家人、泰斗鉴定师甚至文化厅都相继卷入这场骚乱。影片预计2018年上映。 ,日语 ,中井贵一 Kiichi Nakai ,105分钟 ,谎话连篇/嘘八百 ,
剧情/悬疑,日本 ,中江和仁 Kazuhito Nakae ,6.2/10 from 975 users ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8250/阳光电影www.ygdy8.com.爱上谎言的女人.BD.720p.日语中字.mkv,泽雅美将主演电影《喜欢谎言的女人》，她在片中饰演大型饮料公司OL川原由加利，高桥一生饰演和她同居五年的男友小出桔平。某天桔平因蜘蛛网膜下腔出血倒下，警察突然出现表示桔平的所有证件都是伪造的，职业、姓名都是假的。由加利为了弄清真相，委托吉田钢太郎饰演的私家侦探进行调查… ,日语 ,长泽雅美 Masami Nagasawa ,118分钟 ,爱上谎言的女人/喜欢谎言的女人/爱说谎的女人 ,
动作,日本 ,坂本浩一 ,6.2/10 from 12 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7249/阳光电影www.ygdy8.com.女杀手KIRI：血腥复仇.HD.720p.日语中字.mkv,阿桐自小被训练为专业杀手。她待之如亲生姐妹的小类在一场凄惨的意外中失去了声音和右手。她誓言找出犯人，为她报仇。有天，杀人委托网站上出现了新的案子，得标者无视交易规则，残忍地杀了目标以外的人。遗体的双眼被破坏。这正是阿桐在寻找的仇人惯用的手法…犯人究竟是谁？阿桐的复仇即将开始！ ,日语 ,釈由美子 Yumiko Shaku ,77分钟 ,女杀手KIRI：血腥复仇 ,
剧情/喜剧/犯罪,韩国 ,许俊亨 Heo Joon-hyeong ,"6.6/10 from 1,551 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:8252/阳光电影www.ygdy8.com.钱袋.BD.720p.韩语中字.mkv,讲述的是沦落于街头的各色人物，为了抢夺一个装着一袋子枪和一捆捆钱的高尔夫球袋而接连引发多种事件的故事。 ,韩语 ,金武烈 Moo-yeol Kim ,101分钟 ,钱袋/抢钱对决(台) ,2018-04-12(韩国) 
剧情/犯罪/悬疑,日本 ,白石晃士 Kôji Shiraishi ,"5.2/10 from 1,179 users ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8364/阳光电影www.ygdy8.com.不能犯.BD.720p.日语中字.mkv,《不能犯》改编自宫月新原著、神崎裕也作画的同名漫画，里面的主人公“电话亭之男”（松坂桃李）是一名类似于《死亡笔记》中夜神月的暗黑英雄，专杀那些本身有罪但没有受到法律惩戒的人。 ,日语 ,松坂桃李 Tôri Matsuzaka ,106分钟 ,Funôhan ,2017-12-01(上海首映)/2018-02-01(日本) 
