id,name,country,category,url,introduce,lang,main_actor,movietime,publishdate
1587,我们都是超能力者！电影版,,喜剧/剧情/悬疑,ftp://ygdy8:ygdy8@y153.dydytt.net:8068/[阳光电影www.ygdy8.com].我们都是超能力者！电影版.BD.720p.中文字幕.rmvb,话说太阳系内的天体罕见地形成特殊排列，导致某类宇宙辐射照射在地球的特定地区，使得某些人突然拥有超能力。有这种超能力觉醒的人必须要具备以下三个条件：1. 没有性经验2. 处于某种情意结之中3. 遭宇宙辐射照射时正在打J高中生鸭川嘉郎，在超能力觉醒后，拥有透视别人思想的超能力。他与一群同样拥有超能力的朋友，将要面临一次重大挑战！地球突然出现惊天危机，人类随时被灭绝，这群以性幻想引爆超能力的处男战队，如何以各种古怪又骑呢的神奇力量拯救世界？,日语,染谷将太,1h:54m:36s,
1588,心灵想要大声呼喊,,动画/剧情/奇幻,ftp://ygdy8:ygdy8@y153.dydytt.net:8085/[阳光电影www.ygdy8.com].心灵想要大声呼喊.BD.720p.中文字幕.rmvb,孩提时候，女孩成濑顺（水濑祈 配音）因为自己不动声色的一句话导致家庭四分五裂。当神秘的“鸡蛋妖精”突然出现时，她的语言被彻底封印了，无法再用话语伤害他人的成濑，每当发出声音时肚子就会遭受剧烈的绞痛。从此以后，她闭锁内心，手机邮件成为她和外界沟通的唯一手段。按部就班进入高二后，成濑被任命为“地域沟通交流会”的负责人，其他成员则是言不由衷且全然没有干劲的坂上拓实（内山昂辉 配音）、因肘部受伤而梦断甲子园的前棒球部王牌田崎大树（细谷佳正 配音）以及为恋爱而苦恼的拉拉队优等生仁藤菜月（雨宫天 配音）。抱着心灵创伤的四个人，在奇妙缘分的安排下凑到了一起。按照班主任的设想，交流会上的节目初步定为音乐剧。不过班上的人都感到索然无味，坂上却察觉到成濑想要唱歌的欲望。深锁内心的孩子们，你们能否放声歌唱，歌颂心声？,日语,内山昂辉,1h:59m:17s,
1589,剧场灵,,恐怖,ftp://ygdy8:ygdy8@y153.dydytt.net:8088/[阳光电影www.ygdy8.com].剧场灵.BD.720p.中文字幕.rmvb,某天，剧组内一名女性职员意外惨死。在此之后，葵也因一起事故从高处滚落，最终失去意识，生命垂危。沙罗临危受命，顶替了葵的主角职务。可在接下来的排练中，她偶然目击了舞台上的人偶自行活动的场面。是错觉？还是灵异事件？为了弄清真相，沙罗和同样对剧场内的不正常氛围感到不安的美工和泉浩司（町田启太 饰）展开调查，他们顺藤摸瓜拜访了人偶的制作者儿岛敬一郎（中村育二 饰）。与此同时，剧场内不断传来“给我……给我……”的可怕声音，新的惨剧接二连三袭来……,日语,島崎遥香,1h:39m:24s,
1590,L Storm ,香港 ,剧情/动作/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:3148/阳光电影www.ygdy8.com.反贪风暴3.HD.1080p.国语中字.mp4,"ICAC (廉政公署) 陆志廉（古天乐 饰），JFIU (联合财富情报组) 刘保强（张智霖 饰）分别侦查贪污及洗黑钱案，但苦无线索，这时廉政公署L组 (内部纪律调查组) 程德明（郑嘉颖 饰）收到Eva（邓丽欣 饰）举报，指陆志廉收贿1,200万，陆无法辩解即时停职。 ",粤语/普通话 ,古天乐 Louis Koo ,97分钟 ,2018-08-23(香港)/2018-09-14(中国) 
1591,The Kiss Addict ,中国 ,剧情/爱情,ftp://ygdy8:ygdy8@yg45.dydytt.net:7337/阳光电影www.ygdy8.com.吻隐者.HD.720p.国语中英双字.mkv,高原雪山脚下，小提琴手文峰（李至正饰）与神秘女子朵拉（谭卓饰）之间一个浪漫的邂逅之吻，竟让文峰成为了万中无一的吻瘾者，他的生活自此因对吻的迫切渴求而陷入困境，只得再次踏上高原探寻答案。一个时空交错的凄美爱情故事就此拉开帷幕…… ,普通话/英语 ,谭卓 Zhuo Tan ,108分钟 ,2018-09-07(中国) 
1592,低压槽：欲望之城/低压槽 ,中国/中国香港 ,剧情/动作/悬疑/犯罪,ftp://ygdy8:ygdy8@yg90.dydytt.net:8410/阳光电影www.ygdy8.com.低压槽：欲望之城.HD.720p.国粤双语中字.mkv,从一宗离奇的小童绑架案开始，于秋和阿占查出老板的身份和他背后的犯罪网络。神秘的老板控制了商界和黑道，只有毁灭老板才能拯救这座堕落之城。事实上，于秋在追查过程中已经踏入了老板设下的重重圈套。虽然阿占拼死守着法律的底线，老板的势力却渗透了警方权力的高层，于秋渐渐失去了支持，原本要保护的小童也受到生命威胁。在接踵而至的迷局里，坚持正义的于秋好像被推向更深的绝望里…… ,粤语/国语 ,张家辉 Nick Cheung ,112分钟 ,2018-04-28(中国) 
1593,Air Strike/The Bombing/Unbreakable Spirit ,中国 ,动作/历史/战争,ftp://ygdy8:ygdy8@yg45.dydytt.net:4098/阳光电影www.ygdy8.com.大轰炸.HD.720p.中英双字幕.mkv,1937年抗日战争爆发，继淞沪战争失利，南京吃紧。中华民族危急存亡之际，国民政府宣布迁都重庆，日军从 1938年2月18日至1944年12月19日，对重庆及周边地区实施无差别轰炸，长达六年零十个月。 ,英语 ,刘烨 Ye Liu ,132分钟 ,2018-10-26(美国) 
1594,幼儿怨 ,中国香港 ,惊悚/恐怖,ftp://ygdy8:ygdy8@yg45.dydytt.net:6137/阳光电影www.ygdy8.com.幼儿怨.BD.720p.粤语中字.mkv,外科医生嘉儿（刘心悠 饰）在孤儿院成长，有天离奇收到律师信，得悉还有一个嫲嫲（鲍起静 饰）在马来西亚生活。刚离世的嫲嫲的遗嘱要求嘉儿回马来西亚接管大宅。犹豫不决的嘉儿决定跟好姊妹Jessica和Amy前往马来西亚寻找真相，并重遇儿时玩伴苏文（刘浩龙 饰）。办理嫲嫲后事期间，恐怖怪事接连发生，大宅更似深藏着不可告人的秘密，嘉儿誓要揭开恐怖致命的真相…… ,粤语 ,刘心悠 Annie Liu ,86分钟 ,2018-08-24(中国香港) 
1595,Hello Mr. Billionaire ,中国 ,喜剧,ftp://ygdy8:ygdy8@yg45.dydytt.net:8340/阳光电影www.ygdy8.com.西虹市首富.HD.1080p.国语中英双字.mp4,西虹市丙级球队大翔队的守门员王多鱼（沈腾 饰）因比赛失利被教练开除，一筹莫展之际王多鱼突然收到神秘人士金老板（张晨光 饰）的邀请，被告知自己竟然是保险大亨王老太爷（李立群 饰）的唯一继承人，遗产高达百亿！但是王老太爷给出了一个非常奇葩的条件，那就是要求王多鱼在一个月内花光十亿，还不能告诉身边人，否则失去继承权。王多鱼毫不犹豫签下了“军令状”，与好友庄强（张一鸣 饰）以及财务夏竹（宋芸桦 饰）一起开启了“挥金之旅”，即将成为西虹市首富的王多鱼，第一次感受到了做富人的快乐，同时也发现想要挥金如土实在没有那么简单！ ,普通话 ,沈腾 Teng Shen ,118分钟 ,2018-07-27(中国) 
1596,西游之天蓬归来 ,中国 ,喜剧/爱情/奇幻/古装,ftp://ygdy8:ygdy8@yg45.dydytt.net:6140/阳光电影www.ygdy8.com.天蓬归来.HD.1080p.国语中字.mkv,该片讲述了高翠兰为了顺应父母之命，配合举办招亲大会，可诸事不顺，不但没嫁出去，反而成了高老庄的笑柄。 ,普通话 ,赵圆瑗 Yuanyuan Zhao ,100分钟 ,2018-10-30(中国) 
1597,新蜀山剑侠传电影版 ,中国 ,剧情/奇幻/动作,ftp://ygdy8:ygdy8@yg45.dydytt.net:7345/阳光电影www.ygdy8.com.新蜀山剑侠传.HD.1080p.国语中字.mkv,《新蜀山剑侠传》是炳坤影视出品的古装仙侠爱情电影，由周炳坤执导，董晨、赵韩樱子、陈宝国领衔主演。影片改编自还珠楼主李寿民惊天巨著《蜀山剑侠传》，讲述了蜀山少年云洛（董晨 饰）与顽石精灵明珠（赵韩樱子 饰）的绝美仙恋故事。 ,普通话 ,董晨 Henry Dong ,,2018-11-02(中国) 
1598,Grave Keeper ,中国 ,动作/奇幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:8345/阳光电影www.ygdy8.com.守墓人之海昏侯迷踪.HD.1080p.国语中字.mp4,海昏侯系列“四部曲”的剧本改编自著名作家黎隆武所著的长篇历史纪实文学作品《千古悲摧帝王侯——海昏侯刘贺的前世今生》。海昏侯系列网络电影第一部《海昏侯传奇之猎天》、第二部《海昏侯传奇之藏锋》，《守墓人之海昏侯迷踪》、《守墓人之龙棺海昏侯》是前两部《海昏侯传奇》的延续。这两部作品围绕海昏侯藏宝图、守墓人的双重线索，将考古学家曾天华，海昏侯墓的守墓人毕月翎，天师府的道长张淮春，军阀势力摸金队队长王木川紧密联系，营造出扑朔迷离，疑点重重的故事氛围。同时，片中一场各方势力的正反厮杀大战也一触即发，乱世之中海昏侯墓所涉及的阴谋也随着藏宝图的失踪而逐渐变得复杂…… ,普通话 ,赵东昊 Donghao Zhao ,90分钟 ,2018-11-02(中国) 
1599,说走就走之毕业旅行 ,中国 ,喜剧/冒险/爱情,ftp://ygdy8:ygdy8@yg72.dydytt.net:8297/阳光电影www.ygdy8.com.说走就走之不说再见.HD.720p.国语中字.mkv,青春版心花路放，四个屌丝的一场意外冒险之旅。经历邂逅女神、狼群围攻、沙漠跳伞、攀登雪山，一路狼狈不堪，笑料百出。他们从北京出发，途经内蒙草原、银川沙漠、一路到达西藏拉萨，最后来到雪山顶峰。沿途领略风光无数。最后，他们有的收获了爱情，有的收获了勇敢。在告别青春那一刻，大家都没有说再见。 ,普通话 ,牛骏峰 Junfeng Niu ,105分钟 ,2018-09-14(中国) 
1600,Mr. Big ,中国 ,纪录片,ftp://ygdy8:ygdy8@yg45.dydytt.net:6142/阳光电影www.ygdy8.com.大三儿.HD.1080p.国语中字.mp4,大三儿姓叶，单字一个云，1970年出生在内蒙古的昭乌达盟。现在的大三儿，在当地一个铜业公司上班。在他近10年的生活里，除了四季的变化以外，似乎生活从始至终都一成不变。大三儿一直有一个想法，想着去一趟西藏，看一看珠峰；这件看起来不小不大的事儿却因为严酷的地理环境遭到周围人的劝阻，大三儿决心想在平平的生活里能有一点儿不一样，在普通的生活中去满足自己一个小心愿，于是他在坚持己见下说服朋友踏上了去往西藏的路…… ,普通话 ,叶云 Yun Ye ,106分钟 ,2018-08-20(中国) 
1601,Europe Raiders ,中国/英国 ,喜剧/动作/爱情,ftp://ygdy8:ygdy8@yg45.dydytt.net:8347/阳光电影www.ygdy8.com.欧洲攻略.BD.720p.国粤双语中字.mkv,《欧洲攻略》是由马楚成执导，梁朝伟、吴亦凡、唐嫣、杜鹃、林子祥等联袂主演的动作电影。影片主要讲述了特工林在风（梁朝伟 饰）与王小姐（唐嫣 饰）多年来亦敌亦友，相互欣赏又互相为敌。上帝右手在CIA被不明身份的苏菲（杜鹃 饰）偷走后，两人同时受CIA委托展开追寻。原本以为只是场谋略较量，但在他们救下顶级黑客洛奇（吴亦凡 饰）后，却发现这背后还隐藏着一个更大的秘密。 ,粤语/国语 ,梁朝伟 Tony Leung Chiu Wai ,100分钟 ,2018-08-17(中国) 
1602,Drug Dealer/Dying to Survive ,中国 ,剧情/喜剧,ftp://ygdy8:ygdy8@yg45.dydytt.net:7348/阳光电影www.ygdy8.com.我不是药神.HD.1080p.国语中英双字.mp4,金鹿奖 最佳男配角 王传君 ,普通话/英语/上海话/印地语 ,徐峥 Zheng Xu ,117分钟 ,2018-06-30(大规模点映)/2018-07-05(中国) 
1603,痛苦与荣耀/万千痛爱在一身(港) ,西班牙/法国 ,剧情/同性,ftp://ygdy8:ygdy8@yg39.dydytt.net:4007/阳光电影www.ygdy8.com.痛苦与荣耀.BD.1080p.中英双字幕.mkv,年度LGBT电影(提名) ,西班牙语 ,安东尼奥·班德拉斯 Antonio Banderas ,113分钟 ,2019-03-13(马德里首映) / 2019-03-22(西班牙) / 2019-05-17(戛纳电影节) 
1604,落头氏之吻/飞人类之吻(港) ,泰国 ,恐怖/惊悚/奇幻,ftp://ygdy8:ygdy8@yg90.dydytt.net:8047/阳光电影www.ygdy8.com.落头氏之吻.BD.1080p.泰语中字.mkv,在一个偏远的村庄里，住着一个天真善良的女孩儿Sai，有一天她发现自己继承了女鬼krasue的诅咒，一到晚上，她的头会与躯体分离并捕食村里的牲畜，村民见牲畜死状离奇，便猜测是女鬼krasue干的，村民打算杀掉Sai，深爱着Sai的Jerd和Noi决定帮助她战胜诅咒。 ,泰语 ,芬蒂拉·皮皮亚克隆 Phantira Pipityakorn ,123分钟 ,2019-03-14(泰国) 
1605,终结者：黑暗命运/未来战士：黑暗命运(港)/终结者2019/终结者6/终结者6：黑暗命运/终结者6：黑暗宿命/魔鬼终结者：黑暗宿命(台) ,美国/中国大陆 ,动作/科幻/冒险,ftp://ygdy8:ygdy8@yg39.dydytt.net:5004/阳光电影www.ygdy8.com.终结者：黑暗命运.BD.1080p.中英双字幕.mkv,评分最高的科幻/动作片(提名) ,英语 ,麦肯兹·戴维斯 Mackenzie Davis ,128分钟 ,2019-10-23(法国) / 2019-11-01(美国/中国大陆) 
1606,沉睡魔咒/梅尔菲森特/玛琳菲森/睡美人外传/黑法魔女/黑魔后：沉睡魔咒(港)/黑魔女：沉睡魔咒(台) ,美国/英国 ,奇幻/冒险,ftp://ygdy8:ygdy8@yg90.dydytt.net:7048/阳光电影www.ygdy8.com.沉睡魔咒.BD.1080p.国英双语双字.mkv,6月最受关注电影(提名) ,英语/国语 ,安吉丽娜·朱莉 Angelina Jolie ,98分钟(中国大陆) ,2014-05-30(美国) / 2014-06-20(中国大陆) 
1607,沉睡魔咒2/沉睡魔咒2：恶魔夫人/玛琳菲森2/黑魔后2(港)/黑魔女2(台) ,美国 ,奇幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:7548/阳光电影www.ygdy8.com.沉睡魔咒2.BD.1080p.国英双语双字.mkv,年度英国/爱尔兰女演员(提名) 莱丝利·曼维尔 ,英语/国语 ,安吉丽娜·朱莉 Angelina Jolie ,119分钟 ,2019-10-18(美国/中国大陆) 
1608,哈丽特/自由之火 ,美国 ,剧情/传记/历史,ftp://ygdy8:ygdy8@yg90.dydytt.net:8048/阳光电影www.ygdy8.com.哈丽特.BD.1080p.中英双字幕.mkv,年度英国/爱尔兰女演员(提名) 辛西娅·艾莉佛 ,英语 ,辛西娅·艾莉佛 Cynthia Erivo ,125分钟 ,2019-09-10(多伦多电影节) / 2019-11-01(美国) 
1609,布鲁克林秘案/布鲁克林孤儿(台)/布鲁克林的流浪儿/无母之城(港) ,美国 ,剧情/犯罪/悬疑/惊悚,ftp://ygdy8:ygdy8@yg39.dydytt.net:8005/阳光电影www.ygdy8.com.布鲁克林秘案.BD.1080p.中英双字幕.mkv,技术成就奖(提名) 丹尼尔·彭博顿 ,英语 ,布鲁斯·威利斯 Bruce Willis ,144分钟 ,2019-08-30(特柳赖德电影节) / 2019-09-10(多伦多电影节) / 2019-11-01(美国) 
1610,杰克茜/神机有毛病(台) ,美国 ,喜剧/科幻,ftp://ygdy8:ygdy8@yg39.dydytt.net:7005/阳光电影www.ygdy8.com.杰克茜.BD.1080p.中英双字幕.mkv,莱克茜是个人工智能助理，她将让“生活更美好”作为己任。而菲尔是个爱手机如命的普通上班族，当杰克茜与菲尔狭路相逢，他们之间发生了一段段令人啼笑皆非的故事。 ,英语 ,亚当·德维尼 Adam DeVine ,84分钟 ,2019-10-11(美国) 
1611,劫匪/公路响马/缉狂公路(台)/辣手骑警(港)/追击雌雄大盗 ,美国 ,剧情/悬疑/惊悚/犯罪,ftp://ygdy8:ygdy8@yg39.dydytt.net:6003/阳光电影www.ygdy8.com.劫匪.BD.1080p.中英双字幕.mkv,电视部门最佳电视电影(提名) ,英语 ,凯文·科斯特纳 Kevin Costner ,132分钟 ,2019-03-29(美国) 
1612,交友网战/爱程攻防战(港) ,泰国 ,喜剧,ftp://ygdy8:ygdy8@yg90.dydytt.net:8049/阳光电影www.ygdy8.com.交友网战.BD.1080p.泰语中字.mkv,同时，一年一度的新创团队争霸战即将来临，甚至祭出1亿泰铢高额奖金。竞赛期间，邦和茱儿以对手身份再度碰面；双方为了获取巨额奖金，都试图派出间谍渗透到对方的研发团队。不过千算万算，两人却算不到逐渐在心中滋长的爱苗…。随着间谍计划逐渐失控，邦与茱儿在这场争霸战中谁胜谁负？在他们争面子、夺奖金的同时，两人的情愫也掀起更多波澜…。 ,泰语 ,Nat Kitcharit ,130分钟 ,2018-08-01(泰国) 
1613,他们已不再变老/不老的战迹(港)/他们不会变老/他们不再老去(台) ,"英国,新西兰 ",纪录片/历史/战争,ftp://ygdy8:ygdy8@yg90.dydytt.net:7050/阳光电影www.ygdy8.com.他们已不再变老.BD.1080p.英语中字.mkv,评分最高的纪录片(提名) ,英语 ,,99分钟 ,2018-10-16(伦敦电影节) / 2018-11-09(英国) / 2019-11-11(中国大陆) 
1614,睡梦医生/《闪灵》续集/Dr. Sleep/安眠医生(台)/睡眠医师/睡眠医生/长眠医生 ,"美国,英国 ",剧情/惊悚/恐怖/奇幻,ftp://ygdy8:ygdy8@yg39.dydytt.net:3008/阳光电影www.ygdy8.com.睡梦医生加长版.BD.1080p.中英双字幕.mkv,弗拉纳甘重写剧本，此前由Akiva Goldsman改编。 ,英语 ,伊万·麦克格雷格 Ewan McGregor ,180分钟 ,2019-10-30(法国) / 2019-10-31(英国) / 2019-11-08(美国) 
1615,谎言大师/大说谎家(台)/好骗子/骗局谎情(港) ,美国 ,剧情,ftp://ygdy8:ygdy8@yg90.dydytt.net:7051/阳光电影www.ygdy8.com.谎言大师.BD.1080p.中英双字幕.mkv,电影部门剧情片最佳女主角(提名) 海伦·米伦 ,英语 ,海伦·米伦 Helen Mirren ,109分钟 ,2019-11-15(美国) 
1616,爆裂老兵/海外作战退伍军人/美国国外战争退伍军人/老兵 ,美国 ,动作/恐怖,ftp://ygdy8:ygdy8@yg18.dydytt.net:7013/阳光电影www.ygdy8.com.爆裂老兵.BD.1080p.中英双字幕.mkv,史蒂芬·朗将主演动作恐怖新片[V.F.W.]。影片被描述为[日落黄沙]和[活死人之夜]的结合体。故事讲述弗雷德和他的战友们必须保护他们当地的VFW基地。一个无辜的青少年将对抗疯狂的毒贩和无情的朋克变种人军队。这将是这些越战老兵们一生中最漫长的夜晚。本片由乔·毕高斯执导，马克斯·布拉利尔、马修·麦卡德尔撰写剧本，将于本月在达拉斯开机。 ,英语 ,多拉·马迪森·布鲁格 Dora Madison Burge ,92分钟 ,2019-09-21(美国) 
1617,喋血战士/血卫(台) ,中国大陆 / 美国 ,动作/科幻,ftp://ygdy8:ygdy8@yg18.dydytt.net:8013/阳光电影www.ygdy8.com.喋血战士.BD.1080p.中英双字幕.mkv,电影根据勇士漫画改编，讲述由范·迪塞尔扮演的士兵雷·加里森在战斗中意外阵亡，被RST公司利用尖端纳米技术起死回生，变身即时自愈、媲美超级电脑的超级英雄——喋血战士。苏醒的他执着于脑海中残存的记忆碎片，踏上为爱妻的复仇之路，却发现自己竟无法分清真实与虚幻…… ,英语 ,范·迪塞尔 Vin Diesel ,109分钟 ,2020(中国大陆) / 2020-03-13(美国) 
1618,井下9人/生命一小时 ,美国 ,剧情,ftp://ygdy8:ygdy8@yg39.dydytt.net:4022/阳光电影www.ygdy8.com.井下9人.BD.1080p.中英双字幕.mkv,在距离地面2英里处，有9名阿巴拉契亚矿工因为甲烷爆炸而困在井下，在一小时后氧气耗尽，他们难以生存…… ,英语 ,泰瑞·塞尔皮科 Terry Serpico ,83分钟 ,2019-03-08(美国) 
1619,百万碎片 ,美国 ,剧情,ftp://ygdy8:ygdy8@yg39.dydytt.net:7012/阳光电影www.ygdy8.com.百万碎片.BD.1080p.中英双字幕.mkv,但故事本身确实很引人入胜，讲述男主角在一架飞往芝加哥的飞机上醒来，随后开始进行康复治疗。书中对挣扎在吸毒、酗酒、犯罪中的人、绝望的人的展现和剖析让人震撼。 ,英语 ,亚伦·泰勒-约翰逊 Aaron Taylor-Johnson ,113分钟 ,2019-08-30(英国) / 2019-12-06(美国) 
1620,绝命密码站/数字战(台)/解码危机(港) ,"英国,美国,比利时 ",动作/惊悚,ftp://ygdy8:ygdy8@yg90.dydytt.net:6012/阳光电影www.ygdy8.com.绝命密码站.BD.1080p.中英双字幕.mkv,被层层迷雾笼罩的偏远情报站，爱默生和凯瑟琳的性命悬于一线…… ,英语 ,约翰·库萨克 John Cusack ,89分钟 ,2013-04-26(美国) 
1621,连锁反应/换命锁链/換命鎖鏈(台) ,美国/西班牙 ,惊悚/悬疑,ftp://ygdy8:ygdy8@yg90.dydytt.net:7065/阳光电影www.ygdy8.com.连锁反应.BD.1080p.英语中字.mkv,一名男子想要使用一家协助自杀公司的服务，却发现为了获得这项服务，他必须先杀一个人。 ,英语 ,玛德琳·奇玛 Madeline Zima ....Sarah ,101分钟 ,2019-05-15(西班牙) 
1622,黎明 ,美国 ,惊悚/恐怖,ftp://ygdy8:ygdy8@yg18.dydytt.net:4019/阳光电影www.ygdy8.com.黎明.BD.1080p.中英双字幕.mkv,"Following the murder of her family at the hands of her father in the wake of World War I, a young woman is sent to live in a convent. However, her demons follow and manifest themselves in ways which bring the nightmares of her past with her. ",英语 ,斯黛西·达什 Stacey Dash ,90分钟 ,
1623,缅因姐妹/把那个人击倒 ,美国 ,剧情/喜剧/悬疑,ftp://ygdy8:ygdy8@yg18.dydytt.net:3023/阳光电影www.ygdy8.com.缅因姐妹.BD.1080p.中英双字幕.mkv,最佳处女作剧本(提名) BridgetSavageCole/DanielleKrudy ,英语 ,摩根·塞勒 Morgan Saylor ,90分钟 ,2019-04-26(翠贝卡电影节) / 2020-03-20(美国) 
1624,超级青春期 ,美国 ,喜剧,ftp://ygdy8:ygdy8@yg18.dydytt.net:3024/阳光电影www.ygdy8.com.超级青春期.BD.1080p.中英双字幕.mkv,评审团大奖 剧情片(提名) 杰森·奥利 ,英语 ,格里芬·格鲁克 Griffin Gluck ,90分钟 ,2019-01-28(圣丹斯电影节) 
1625,绝命47小时 ,加拿大 ,惊悚/恐怖,ftp://ygdy8:ygdy8@yg18.dydytt.net:4021/阳光电影www.ygdy8.com.绝命47小时.BD.1080p.中英双字幕.mkv,两个不善社交的少女，一天晚上无聊，转向互联网寻找恐怖故事。他们在一个令人毛骨悚然的网络上找到了一个游戏，声称你可以用你的手机来召唤超自然……如果你输了比赛……你会失去生命…… ,英语 ,亚历山德里娅·德伯里 Alexandria Deberry ,91分钟 ,2019-10-04(加拿大) 
1626,回到中国 ,美国 / 中国大陆 ,剧情,ftp://ygdy8:ygdy8@yg18.dydytt.net:7015/阳光电影www.ygdy8.com.回到中国.BD.1080p.中英双字幕.mkv,丁怡瑱表示：“这是关于我的中国家庭的个人经历，我讲述这个故事很久了。能和这些才华横溢的亚洲演员合作，让这个故事鲜活起来，我非常兴奋。在好莱坞仍然缺少亚裔美国人的表现时，做这样的电影是一场硬仗，我非常感激能有机会讲述我的故事。” ,英语 / 汉语普通话 ,安娜·阿卡娜 Anna Akana ,95分钟 ,2019-03-09(西南偏南电影节) 
1627,姐妹老板 / 有限合伙人 / 波士鬥腦細(港) ,美国 ,喜剧,ftp://ygdy8:ygdy8@yg18.dydytt.net:8015/阳光电影www.ygdy8.com.姐妹老板.BD.1080p.中英双字幕.mkv,好朋友米娅和梅尔(哈迪斯、萝丝饰)经营着自己白手起家的化妆品公司，过着最好的生活。不幸的是，他们在财务上陷入困境，而化妆品行业臭名昭著的巨头克莱尔(海耶克饰)提出的巨额收购要约太过诱人，这让俩人的终身友谊岌岌可危。 ,英语 ,萨尔玛·海耶克 Salma Hayek ,83分钟 ,2020-01-10(美国) 
1628,S-最后的警官电影版/S-最后的警官 夺还/S-最后的警官 夺回,,动作,ftp://ygdy8:ygdy8@y153.dydytt.net:9047/[阳光电影www.ygdy8.com].S-最后的警官电影版.BD.720p.中文字幕.rmvb,介,日语,向井理,1h:59m:58s,
1629,老手/辣手警探(台)/燥底师兄生擒富二代(港),,犯罪/动作/剧情,ftp://ygdy8:ygdy8@y219.dydytt.net:9089/[阳光电影www.ygdy8.com].老手.BD.720p.中文字幕.rmvb,评分最高的韩国电影(提名),韩语,黄政民 Jeong-min Hwang 饰 徐道哲 Seo Do-cheol,124分钟,
1630,食梦者/爆漫(港),,喜剧,ftp://ygdy8:ygdy8@y219.dydytt.net:8057/[阳光电影www.ygdy8.com].食梦者.BD.720p.中文字幕.rmvb,对漫画一无所知的两人，把自己创作的漫画拿到编辑部去希望可以成功连载，尽情挥洒热情的两人把青春赌在了漫画上。两人透过责任编辑服部哲的协助以“亚城木梦叶”为笔名出道连载，并且视畅销漫画家“天才高中生”新妻英二为竞争对手，彼此互相砥砺切磋琢磨的故事。,日语,佐藤健,1h:59m:30s,
1631,非关正义：完结篇,,惊悚,ftp://ygdy8:ygdy8@y153.dydytt.net:8093/[阳光电影www.ygdy8.com].非关正义：完结篇.BD.720p.中文字幕.rmvb,为了得到夏见手中的绝密资料，神秘组织全面展开行动。夏见一方也知晓决战时刻的到来，她豁出性命，与无所不用其极的恶魔们进行最后的决战…,日语,筱原凉子,1h:48m:09s,
1632,血光光五人帮 传说,,动作,ftp://ygdy8:ygdy8@y219.dydytt.net:9096/[阳光电影www.ygdy8.com].血光光五人帮 传说.BD.720p.中文字幕.rmvb,此后不久，一直试图追查19年前大越组袭击事件始末真相的记者森泽庆一（柄本佑 饰）出现在麻美面前。以此为契机，新一代的五人帮相继结成，他们共同将式根的巨额黑金锁定为狙击目标。恼羞成怒的式根绝不善罢甘休，他派出冷血杀手明神（竹中直人 饰）和余市（福岛莉拉 饰）对这五个人展开追杀。在连绵的雨夜，无数人的命运由此发生彻底的改变…,日语,东出昌大,2h:09m:52s,
1633,共同警备区/JSA安全地帶/共同警备区域JSA/联合防卫领域,,剧情/惊悚/战争,ftp://ygdy8:ygdy8@y219.dydytt.net:8066/[阳光电影www.ygdy8.com].共同警备区.BD.720p.韩语中字.rmvb,为了解决这一无头案件，南北双方同意由一个中立国来进行调查协调。瑞士国籍韩国女孩苏菲（李英爱饰）受派前来调查事件，韩国这边的李秀赫（李秉宪饰）始终保持沉默，而朝鲜一边的幸存者吴敬必（宋康昊饰）却表现出敌意，事情扑朔迷离。随着深入了解，苏菲发现事情隐藏著内幕，现场还另有其人……,韩语/英语,李英爱 Yeong-ae Lee,110分钟,
1634,银河街道,,科幻/喜剧,ftp://ygdy8:ygdy8@y219.dydytt.net:9105/[阳光电影www.ygdy8.com].银河街道.BD.720p.中文字幕.rmvb,有着不同背景、经历以及迥异习俗的宇宙人穿梭在这条公路和小小汉堡店中，上演了无数搞笑、尴尬又可爱的小故事…,日语,香取慎吾,1h:49m:22s,
1635,Initiation Love,,剧情/爱情/悬疑,ftp://ygdy8:ygdy8@y219.dydytt.net:8072/[阳光电影www.ygdy8.com].爱的成人式.BD.720p.中文字幕.rmvb,絮,日语,松田翔太,110分钟,
1636,俺物语,,喜剧,ftp://ygdy8:ygdy8@y153.dydytt.net:8103/[阳光电影www.ygdy8.com].俺物语.BD.720p.中文字幕.rmvb,絮,日语,铃木亮平,1h:44m:40s,
1637,"Girls, Dance with the Dead",,喜剧,ftp://ygdy8:ygdy8@y219.dydytt.net:9110/[阳光电影www.ygdy8.com].死尸少女惊魂舞.BD.720p.中文字幕.rmvb,在清洁公司YMM打工的五个平凡少女，平日里经常被如鬼一般可怕的女社长怒骂，她们战战兢兢，不敢妄动。某天，女孩们在森林中清扫时，居然发现一具美丽少女的“尸体”。她们利用挪威死亡金属乐队的神秘仪式成功复活了这个女孩，不过死尸女孩的背后隐藏着一个危险的秘密…,日语,Ano,1h:07m:42s,
